0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
0.0,0.0,0.0,-0.07784891128540039,-0.060819029808044434,-0.028934935175016108,-0.13740885257720947,-0.1577797532081604,-0.04465613148374814,-0.1961764097213745,-0.22038617730140686,-0.060204491086437883,-0.25288091599941254,-0.25393688678741455,-0.07674239210052747,-0.048880964517593384,-0.30600976943969727,-0.01865329041345376,-0.07356500625610352,-0.41957202553749084,-0.03685395798845548,-0.08386239409446716,-0.49003104865550995,-0.05395431078238744,-0.08839496970176697,-0.5504464507102966,-0.06862951449318189,0.007509052753448486,-0.3104657530784607,-0.02670412144823331,0.01208406686782837,-0.4386712908744812,-0.04375656328363675,0.019167959690093994,-0.5201922506093979,-0.06237638003392476,0.02559608221054077,-0.5860455334186554,-0.07710763446254987,0.05847889184951782,-0.2872959077358246,-0.04017239815755147,0.08227258920669556,-0.4003298282623291,-0.06744225702448148,0.09901899099349976,-0.4753565192222595,-0.09043946496410626,0.11079317331314087,-0.543896421790123,-0.10602545372410077,0.10267430543899536,-0.2432866394519806,-0.05598568923039693,0.15295499563217163,-0.32280680537223816,-0.0832846947686221,0.18781554698944092,-0.3762235939502716,-0.09857215366525907,0.21629762649536133,-0.4286896884441376,-0.10914022109670896
0.0,0.0,0.0,-0.07626494765281677,-0.05917567014694214,-0.02863176186895089,-0.14085790514945984,-0.15837961435317993,-0.043102404301521346,-0.19962039589881897,-0.2242867648601532,-0.057548942243215606,-0.255310520529747,-0.25978517532348633,-0.07290643659746365,-0.05346688628196716,-0.31076231598854065,-0.01642240231251435,-0.07781186699867249,-0.42624807357788086,-0.03375602347171025,-0.0883229672908783,-0.49604472517967224,-0.04987238181149678,-0.09272363781929016,-0.5566540062427521,-0.06409701911127286,0.001848369836807251,-0.316423237323761,-0.02415502650057988,0.0072744786739349365,-0.44425690174102783,-0.040187230532524154,0.013965219259262085,-0.5231665372848511,-0.05713181031262593,0.020044058561325073,-0.5890575349330902,-0.07116749343788342,0.05268678069114685,-0.2929467558860779,-0.03775242549693303,0.0795154869556427,-0.4067022204399109,-0.06375367400562482,0.0977109968662262,-0.4793265759944916,-0.08519514856254773,0.11059454083442688,-0.5468757152557373,-0.10034682807838635,0.0976686179637909,-0.24816858768463135,-0.05394410175597386,0.1497192084789276,-0.32466018199920654,-0.08010696825897412,0.18626436591148376,-0.37873438000679016,-0.09537096527731137,0.21623030304908752,-0.4335566759109497,-0.10666016695415692
0.0,0.0,0.0,-0.07521107792854309,-0.06130260229110718,-0.02843153389596864,-0.1402476727962494,-0.16025900840759277,-0.042408988871216025,-0.1982477605342865,-0.22480329871177673,-0.05633732030594274,-0.25297898054122925,-0.2585710883140564,-0.07122289115989133,-0.05320712924003601,-0.313601016998291,-0.015358960316120829,-0.07682839035987854,-0.42520415782928467,-0.032799338050722326,-0.0881984531879425,-0.49338479340076447,-0.049285297342180456,-0.09398046135902405,-0.5531378388404846,-0.06371317530476972,0.0023889243602752686,-0.3183422088623047,-0.023130278163193907,0.0076313316822052,-0.44380760192871094,-0.039258995153545584,0.013945668935775757,-0.5221154689788818,-0.0563986907383196,0.019973427057266235,-0.5877012312412262,-0.07050510222518369,0.05314114689826965,-0.29439616203308105,-0.036845729746460165,0.07909229397773743,-0.4056239128112793,-0.06348420406186506,0.09703335165977478,-0.4783153384923935,-0.08549321914517805,0.11012890934944153,-0.5462397933006287,-0.10081405664288923,0.09809049963951111,-0.24957826733589172,-0.0530926148077242,0.14891740679740906,-0.32513266801834106,-0.07989427173936292,0.1855882704257965,-0.3779773712158203,-0.09536947781646177,0.21632835268974304,-0.4314926862716675,-0.10660583252513334
0.0,0.0,0.0,-0.07476678490638733,-0.060400426387786865,-0.02817368186282465,-0.13886630535125732,-0.15910190343856812,-0.04211179404722998,-0.19561836123466492,-0.22438442707061768,-0.055975890301340314,-0.2502444237470627,-0.25755220651626587,-0.070892254404896,-0.05298718810081482,-0.3122873902320862,-0.01668149284290621,-0.07688039541244507,-0.42588186264038086,-0.03433879702555487,-0.08874216675758362,-0.4957263320684433,-0.05081071942316839,-0.09494942426681519,-0.5564988851547241,-0.06517973779904196,0.002522587776184082,-0.3166953921318054,-0.02427436090277979,0.00873476266860962,-0.44313138723373413,-0.0407006578074629,0.01564246416091919,-0.5220209360122681,-0.05807490139471838,0.022347211837768555,-0.5880498290061951,-0.07230648636090109,0.053120553493499756,-0.2926446497440338,-0.0375687429236109,0.07977324724197388,-0.4047222137451172,-0.06394492327439139,0.09812235832214355,-0.4765077978372574,-0.08605119823681662,0.11166733503341675,-0.5434380769729614,-0.10148413717018911,0.09798747301101685,-0.24793723225593567,-0.05332190781103918,0.1493353247642517,-0.3233496844768524,-0.07974191992747137,0.18595463037490845,-0.37610679864883423,-0.0952060246394808,0.21687668561935425,-0.4295184314250946,-0.10645665466057608
0.0,0.0,0.0,-0.07557043433189392,-0.06248676776885986,-0.026168492975216395,-0.13907769322395325,-0.1614530086517334,-0.03937784710763026,-0.19566500186920166,-0.22566744685173035,-0.052798980268221385,-0.24977144598960876,-0.2598719596862793,-0.06740423792837191,-0.05145454406738281,-0.31076738238334656,-0.01612700836597014,-0.07609200477600098,-0.4254990220069885,-0.0339678985798173,-0.08837974071502686,-0.4954735040664673,-0.050452296974640376,-0.09464073181152344,-0.5565564334392548,-0.06469974422691394,0.004047662019729614,-0.3150186538696289,-0.024622346627097613,0.010748684406280518,-0.44232177734375,-0.04122220108149577,0.017653822898864746,-0.5215699076652527,-0.05877294892309237,0.02400308847427368,-0.5875021815299988,-0.07303698861835528,0.054451167583465576,-0.29106226563453674,-0.03856488445637751,0.08259862661361694,-0.40459781885147095,-0.06496839726207781,0.1011313796043396,-0.4771741181612015,-0.08717114979265261,0.11440670490264893,-0.544717013835907,-0.10263386869667102,0.09893596172332764,-0.24646392464637756,-0.05470570677755404,0.15226614475250244,-0.322004497051239,-0.08123214298723269,0.18961870670318604,-0.3755062222480774,-0.09663184488056231,0.2206069827079773,-0.4296121299266815,-0.10773805284736682
0.0,0.0,0.0,-0.07496100664138794,-0.06206858158111572,-0.02666154614030347,-0.1392993927001953,-0.16042131185531616,-0.0406856305742167,-0.1958199441432953,-0.22545742988586426,-0.05473792104362474,-0.2500603199005127,-0.26073408126831055,-0.06991099490164743,-0.05117440223693848,-0.3114853799343109,-0.01841778418361173,-0.0751035213470459,-0.4276161789894104,-0.03666703326939569,-0.0869702398777008,-0.49771949648857117,-0.05305649636625276,-0.09300881624221802,-0.5588749051094055,-0.06719797773598657,0.00447198748588562,-0.3150690793991089,-0.026804094373574117,0.01062503457069397,-0.4424726366996765,-0.04380160494088159,0.01752188801765442,-0.5210661292076111,-0.06099663971303926,0.024043112993240356,-0.5867525935173035,-0.07507575972317682,0.055061668157577515,-0.29004496335983276,-0.04058565495847688,0.08366045355796814,-0.40355774760246277,-0.06733584327935205,0.10201260447502136,-0.47543084621429443,-0.08895445538996682,0.1148746907711029,-0.5427391827106476,-0.10398670954941736,0.0999351441860199,-0.24448996782302856,-0.05657410173057542,0.15394064784049988,-0.3215765058994293,-0.08301625324725137,0.1904715597629547,-0.37700846791267395,-0.09818806423186288,0.22045400738716125,-0.433979868888855,-0.1092194013142489
0.0,0.0,0.0,-0.07505384087562561,-0.0620076060295105,-0.027279339192944008,-0.13884902000427246,-0.16239678859710693,-0.04052917419238611,-0.19577240943908691,-0.22859084606170654,-0.053797112240033584,-0.25074054300785065,-0.26243361830711365,-0.06809946654601617,-0.05007219314575195,-0.31279850006103516,-0.015771747960286575,-0.07407128810882568,-0.427115797996521,-0.032638353689151245,-0.08551231026649475,-0.4971630275249481,-0.04822367189689203,-0.09077456593513489,-0.5580469965934753,-0.062044051869349914,0.005442500114440918,-0.31684744358062744,-0.023614763675766426,0.011804163455963135,-0.44369035959243774,-0.039716833664613205,0.01856595277786255,-0.5223697125911713,-0.05674512071772142,0.0247766375541687,-0.5875557363033295,-0.07073200254006906,0.05582106113433838,-0.29209136962890625,-0.03708535565300508,0.08353680372238159,-0.40280666947364807,-0.06354386119409128,0.10152006149291992,-0.47502291202545166,-0.08580303697152658,0.11455261707305908,-0.5426270067691803,-0.10126941411061807,0.10052371025085449,-0.24654778838157654,-0.05284875018759294,0.1542057991027832,-0.32161593437194824,-0.07905855534835382,0.1913604736328125,-0.3754473924636841,-0.09464516250653787,0.22210896015167236,-0.4304845631122589,-0.10609847067161127
0.0,0.0,0.0,-0.07573574781417847,-0.0620344877243042,-0.0281981121698891,-0.13942387700080872,-0.16257601976394653,-0.04198347627618659,-0.19569644331932068,-0.22937193512916565,-0.055566603685406335,-0.25015462934970856,-0.2649107277393341,-0.07013793140151847,-0.049997419118881226,-0.31302618980407715,-0.017330738152054437,-0.07382583618164062,-0.4281347692012787,-0.03479334935047973,-0.08533966541290283,-0.49870842695236206,-0.05084960758188117,-0.09059017896652222,-0.5602824687957764,-0.06489870547750343,0.006022602319717407,-0.3170231282711029,-0.024880085508016236,0.012940198183059692,-0.4440964460372925,-0.0410170614669596,0.019686967134475708,-0.523352175951004,-0.05785756781199325,0.026102811098098755,-0.5892885625362396,-0.0717165306160723,0.05660274624824524,-0.2922150492668152,-0.03811411410072196,0.08546385169029236,-0.40453770756721497,-0.06408015489080299,0.10314509272575378,-0.47705695033073425,-0.08549874871471275,0.11577317118644714,-0.5446737408638,-0.10047312676408637,0.10124698281288147,-0.24677196145057678,-0.053840617085484155,0.1553632915019989,-0.3219034671783447,-0.07964513301351417,0.19190260767936707,-0.37659522891044617,-0.09469887464740623,0.22220632433891296,-0.43238458037376404,-0.10571925937631477
0.0,0.0,0.0,-0.07600194215774536,-0.06106138229370117,-0.029425791698429293,-0.13945329189300537,-0.16233903169631958,-0.04411403951320381,-0.19640937447547913,-0.23076429963111877,-0.058444322320553965,-0.2514563351869583,-0.26622268557548523,-0.07368986052546234,-0.04949137568473816,-0.3121439814567566,-0.019163602265450663,-0.07423940300941467,-0.4282299876213074,-0.03751588356766433,-0.08537629246711731,-0.4996413588523865,-0.053908442380759425,-0.0892600417137146,-0.561791718006134,-0.06810591858896942,0.006220787763595581,-0.31627658009529114,-0.026220255765053935,0.012914031744003296,-0.4430285096168518,-0.04359012958678932,0.01996508240699768,-0.5226743221282959,-0.06087084976110191,0.027050286531448364,-0.5892725884914398,-0.07491898280653686,0.056532055139541626,-0.292012482881546,-0.03900906187567443,0.0854206383228302,-0.4054851233959198,-0.06627943855795593,0.10303834080696106,-0.47828322649002075,-0.08795365435156555,0.11589410901069641,-0.5461795330047607,-0.10294618946585388,0.10114434361457825,-0.2468101978302002,-0.05434420076284141,0.157189279794693,-0.32151827216148376,-0.08163992059502334,0.19543758034706116,-0.37604188919067383,-0.09745885175738067,0.22715535759925842,-0.4314645826816559,-0.10879495483908386
0.0,0.0,0.0,-0.0757535994052887,-0.06318962574005127,-0.0297832187189897,-0.13926103711128235,-0.1649962067604065,-0.044892556585296006,-0.19566717743873596,-0.2338099479675293,-0.059587377674802156,-0.25003059208393097,-0.2718811333179474,-0.07521997726701102,-0.04914051294326782,-0.31491538882255554,-0.02054777517162165,-0.07326582074165344,-0.4313569664955139,-0.03984116352341971,-0.0846160352230072,-0.5030541270971298,-0.0567205507232984,-0.08912080526351929,-0.5655348896980286,-0.07106958664201102,0.007076770067214966,-0.31890633702278137,-0.027825919531210275,0.014892905950546265,-0.44701123237609863,-0.0454283241107305,0.022275060415267944,-0.5269381999969482,-0.06230055130265555,0.029188603162765503,-0.5929814577102661,-0.07595090902589163,0.05778273940086365,-0.2938578128814697,-0.04093623868368468,0.08696380257606506,-0.4073551297187805,-0.06822026110432944,0.10432228446006775,-0.4803607165813446,-0.08939922935508093,0.1168794333934784,-0.5483318865299225,-0.10397377944730124,0.10263511538505554,-0.24776914715766907,-0.056671328462584825,0.15838268399238586,-0.3231370151042938,-0.08364822304986319,0.19611647725105286,-0.3785150945186615,-0.09901527649901709,0.22751334309577942,-0.43499088287353516,-0.1100163493230184
