,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.0,0.0,0.0,-0.12277373671531677,-0.05834156274795532,-0.04945611496299307,-0.22308778762817383,-0.1367778182029724,-0.07626168717473547,-0.3084704279899597,-0.1953527331352234,-0.10834900577395956,-0.3888057470321655,-0.22543233633041382,-0.14100628633826773,-0.060077667236328125,-0.20296376943588257,-0.007975975133774682,-0.04632246494293213,-0.27310943603515625,-0.05871979807346861,-0.0448758602142334,-0.31241458654403687,-0.09117080558866064,-0.03804278373718262,-0.3523356318473816,-0.11643373508780996,0.027935326099395752,-0.18984705209732056,-0.021291191771922513,0.05561774969100952,-0.24927058815956116,-0.11113052357762854,0.016379892826080322,-0.17790144681930542,-0.1304593636545519,0.002576172351837158,-0.14555835723876953,-0.12060676802724402,0.11170285940170288,-0.16611123085021973,-0.044898181304631635,0.14201438426971436,-0.21869289875030518,-0.14075296659797232,0.08305639028549194,-0.15129739046096802,-0.11976033736794989,0.059254348278045654,-0.12034690380096436,-0.07824692417710821,0.1866578459739685,-0.13265806436538696,-0.0725091575536112,0.21262943744659424,-0.18073856830596924,-0.1273543192896227,0.15467292070388794,-0.1418628692626953,-0.10272923399537603,0.12461572885513306,-0.11741602420806885,-0.07114324261277716
