,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
0,0.0,0.0,0.0,0.04398420453071594,-0.08679443597793579,-0.023718883040260152,0.0722399652004242,-0.19538062810897827,-0.033416977840374784,0.10477408766746521,-0.2865142524242401,-0.04343077050418742,0.13575837016105652,-0.3500874638557434,-0.052690907138298826,0.00396999716758728,-0.31039103865623474,0.006668447760034724,0.0061646997928619385,-0.41346636414527893,0.003947239146668835,0.005946904420852661,-0.4768204689025879,-0.0030337464892227217,0.004494518041610718,-0.5275892168283463,-0.009424549284290151,-0.03475034236907959,-0.2998358905315399,0.007609744333763047,-0.04618024826049805,-0.40621522068977356,0.010830521826733275,-0.05386313796043396,-0.4703713655471802,0.006757023056138678,-0.0602240264415741,-0.5235916376113892,0.0024703361663114265,-0.0679287314414978,-0.26653534173965454,0.003277836843494697,-0.08921763300895691,-0.3608492612838745,0.002066172436911984,-0.10140848159790039,-0.4220002293586731,-0.004143587070416288,-0.11139547824859619,-0.4753105044364929,-0.009960565472852068,-0.09592190384864807,-0.2123165726661682,-0.004635345878909902,-0.12358063459396362,-0.27092844247817993,-0.010119875649820642,-0.14219719171524048,-0.3128717541694641,-0.01340010924161561,-0.15749400854110718,-0.35732561349868774,-0.015679863038371877
1,0.0,0.0,0.0,0.04470163583755493,-0.08633095026016235,-0.023201718076222733,0.07228082418441772,-0.19837188720703125,-0.03348164175366719,0.10435682535171509,-0.28970882296562195,-0.04380606029843648,0.13871490955352783,-0.34616994857788086,-0.05323823083853085,0.0038232803344726562,-0.3105568587779999,0.0015222777499843687,0.006736874580383301,-0.41519835591316223,-0.0040538758850630074,0.005001962184906006,-0.4784660339355469,-0.012558615847581223,0.0026687681674957275,-0.5287732481956482,-0.019809025420897797,-0.034870535135269165,-0.3011474013328552,0.002159120201042697,-0.045304298400878906,-0.40764468908309937,0.001939414104356274,-0.05255478620529175,-0.47024890780448914,-0.0028154075491215735,-0.0582062304019928,-0.5233288407325745,-0.007348092353993252,-0.06754472851753235,-0.26937562227249146,-0.0019564231271829158,-0.08848661184310913,-0.3626178503036499,-0.0047932538083728105,-0.10071530938148499,-0.42143714427948,-0.009669701649897888,-0.1093967854976654,-0.4735971689224243,-0.014274683862083748,-0.0956311821937561,-0.21610474586486816,-0.00950668387775977,-0.12495240569114685,-0.27347099781036377,-0.014446240930908516,-0.14239734411239624,-0.31519198417663574,-0.015936839475386932,-0.1546574831008911,-0.35762929916381836,-0.016793332143777207
2,0.0,0.0,0.0,0.044532328844070435,-0.08698678016662598,-0.022810963958875163,0.07171526551246643,-0.19926047325134277,-0.03286947128214024,0.10415533185005188,-0.29044803977012634,-0.04320346382297657,0.13835343718528748,-0.3470190167427063,-0.05261402767933987,0.0035903751850128174,-0.311335027217865,0.00327228959798731,0.006730884313583374,-0.41498062014579773,-0.0014138702986770113,0.004924982786178589,-0.4777372479438782,-0.00908285756446503,0.0023059844970703125,-0.5269526839256287,-0.015719309494272693,-0.03510528802871704,-0.3015114665031433,0.0038595427308223407,-0.04521253705024719,-0.4066323935985565,0.004678998563065306,-0.05284428596496582,-0.4679218530654907,0.0011135485969475667,-0.058987557888031006,-0.5192507207393646,-0.0024173998259016116,-0.06790468096733093,-0.2695315480232239,-0.0004347670633819689,-0.08881008625030518,-0.3621481657028198,-0.002517889997363909,-0.10122063755989075,-0.4202911853790283,-0.0062022065263249715,-0.11020010709762573,-0.47121569514274597,-0.009865022309497817,-0.09615394473075867,-0.21626967191696167,-0.008242632307485565,-0.12573274970054626,-0.2731833755970001,-0.012812049173192008,-0.14348000288009644,-0.3142079710960388,-0.013746530793980583,-0.15586015582084656,-0.35577070713043213,-0.01401659198887728
3,0.0,0.0,0.0,0.04452162981033325,-0.08741271495819092,-0.022862210675953065,0.07182037830352783,-0.19956231117248535,-0.03276493008422676,0.10421937704086304,-0.2904147803783417,-0.042904827549932634,0.13821864128112793,-0.3467922508716583,-0.05208098123955551,0.003620743751525879,-0.31121397018432617,0.0036473364644962203,0.006619572639465332,-0.4144701659679413,-0.000867330333562677,0.004909992218017578,-0.4771116375923157,-0.008462277047215139,0.002593129873275757,-0.5265398323535919,-0.015016162574170266,-0.035082727670669556,-0.30149394273757935,0.004420470174522961,-0.04551312327384949,-0.4063003659248352,0.005597614411385621,-0.053085654973983765,-0.46746814250946045,0.002279213823499049,-0.05898892879486084,-0.5189095139503479,-0.0010378809337225903,-0.06783878803253174,-0.26956140995025635,0.0002773762581682604,-0.08886057138442993,-0.36171871423721313,-0.001520104978112613,-0.10143399238586426,-0.4195655584335327,-0.005061525657652055,-0.11057013273239136,-0.47056493163108826,-0.008610425323126947,-0.09602510929107666,-0.2163984179496765,-0.007404704850046073,-0.1252397894859314,-0.2719302177429199,-0.011815530985472833,-0.1428484320640564,-0.312303364276886,-0.012695787280676996,-0.15526831150054932,-0.3537924289703369,-0.01288413609552208
4,0.0,0.0,0.0,0.04453641176223755,-0.08732867240905762,-0.022777967838806035,0.07185715436935425,-0.19935071468353271,-0.032363391233843686,0.1043660044670105,-0.29023662209510803,-0.04214770601527107,0.1382465362548828,-0.346469908952713,-0.05093360201851738,0.003699660301208496,-0.3104463815689087,0.004457199262219547,0.00673288106918335,-0.4134829044342041,0.0005481605913928433,0.005072355270385742,-0.47588038444519043,-0.006744685800981642,0.0028681159019470215,-0.5250043272972107,-0.013129845014077546,-0.03507909178733826,-0.30072060227394104,0.005377656562018274,-0.04574239253997803,-0.40588775277137756,0.007138331668215869,-0.05339103937149048,-0.46737051010131836,0.003923494616287826,-0.059316486120224,-0.5190244913101196,0.0005841989333248421,-0.06780463457107544,-0.26882660388946533,0.0013672131027533396,-0.0888867974281311,-0.3610692620277405,-1.558730753004056e-05,-0.10137572884559631,-0.41863685846328735,-0.0037436294222743527,-0.11046189069747925,-0.46949994564056396,-0.0075109347088755385,-0.09595492482185364,-0.2159772515296936,-0.006172718698394419,-0.1250399351119995,-0.27132612466812134,-0.010303425355118634,-0.14259123802185059,-0.3116205036640167,-0.011279387152058007,-0.15493243932724,-0.3534203767776489,-0.011638071140509965
5,0.0,0.0,0.0,0.04456263780593872,-0.08678299188613892,-0.02248493182275979,0.0718260407447815,-0.19896423816680908,-0.03186453665409772,0.10410338640213013,-0.28989750146865845,-0.041462206940991564,0.13802629709243774,-0.3457149863243103,-0.05009415904794423,0.0037875771522521973,-0.3100923001766205,0.004424535010116415,0.006790041923522949,-0.4130264222621918,0.00042197563300305774,0.005127668380737305,-0.47518572211265564,-0.007083098597718163,0.0027882754802703857,-0.5243226885795593,-0.01370513318840949,-0.03498831391334534,-0.30037549138069153,0.005187732439594583,-0.045620232820510864,-0.40538525581359863,0.006622544296192245,-0.053257882595062256,-0.46667855978012085,0.002901962764667587,-0.05929729342460632,-0.5182400643825531,-0.0008813539360517098,-0.06771892309188843,-0.2684921622276306,0.001108944222437458,-0.0889015793800354,-0.36049318313598633,-0.000491756906626506,-0.10132491588592529,-0.4178621172904968,-0.004629161402476711,-0.1103658378124237,-0.46874159574508667,-0.008751623060447855,-0.09582620859146118,-0.21552997827529907,-0.006442366361511631,-0.12511375546455383,-0.2707441449165344,-0.0106804181895086,-0.1427263617515564,-0.3110942542552948,-0.011862239528340979,-0.15510344505310059,-0.35306793451309204,-0.012458581205351038
6,0.0,0.0,0.0,0.044451773166656494,-0.08701503276824951,-0.02242467822833305,0.07171821594238281,-0.19913595914840698,-0.03179146247310882,0.1039048433303833,-0.2898210883140564,-0.04136402802868133,0.13774925470352173,-0.34564411640167236,-0.04995836960478073,0.0037340521812438965,-0.31022676825523376,0.004422902685121244,0.006771504878997803,-0.41316714882850647,0.0005047123148074206,0.005004167556762695,-0.47529345750808716,-0.006869431495204026,0.002551645040512085,-0.5243378579616547,-0.013391395009591633,-0.034992337226867676,-0.30045628547668457,0.005208420191422647,-0.04551175236701965,-0.40518033504486084,0.006732975222632831,-0.05312398076057434,-0.46623557806015015,0.003216543324754184,-0.05913957953453064,-0.5173772275447845,-0.0003890640484200958,-0.0677112340927124,-0.2686135768890381,0.0011581944734757599,-0.08878445625305176,-0.3606351613998413,-0.0003577179424496535,-0.10117948055267334,-0.4180014729499817,-0.004270189817532355,-0.11022496223449707,-0.46879342198371887,-0.008220898828938061,-0.09579676389694214,-0.215667724609375,-0.006362177341713959,-0.1250978708267212,-0.27090632915496826,-0.010579816907181794,-0.14270445704460144,-0.3113614618778229,-0.011685606002345139,-0.15508708357810974,-0.35351991653442383,-0.012193009167447144
7,0.0,0.0,0.0,0.04458591341972351,-0.08687454462051392,-0.022208505636911013,0.07181128859519958,-0.19900071620941162,-0.03140108785675011,0.10397490859031677,-0.28958332538604736,-0.0408579198186203,0.13790342211723328,-0.3449520468711853,-0.04934837422416649,0.003927081823348999,-0.3100871741771698,0.004854458057423017,0.006991058588027954,-0.41294166445732117,0.0011449801028788897,0.005200237035751343,-0.475006103515625,-0.006101538288305619,0.0026683509349823,-0.5240285098552704,-0.012577587134103396,-0.0347442626953125,-0.30025792121887207,0.005565424588610313,-0.04532507061958313,-0.40473639965057373,0.007270727445472858,-0.05287817120552063,-0.4655223786830902,0.0038497868451372597,-0.05883952975273132,-0.5164136290550232,0.0002915678421118173,-0.06742656230926514,-0.2684718370437622,0.001442815548841736,-0.08856511116027832,-0.36046102643013,4.579317891284518e-05,-0.1009301245212555,-0.41779857873916626,-0.003801192483763316,-0.10998034477233887,-0.4685499668121338,-0.007720437693308213,-0.09549054503440857,-0.21566730737686157,-0.006148715364645341,-0.12485954165458679,-0.27093273401260376,-0.010379480524818518,-0.14260706305503845,-0.31150636076927185,-0.011533312826315978,-0.1551518440246582,-0.3538150191307068,-0.012067735521952727
8,0.0,0.0,0.0,0.04427251219749451,-0.08705925941467285,-0.022319257732362985,0.07156291604042053,-0.19868135452270508,-0.03170843469712281,0.10382208228111267,-0.28880348801612854,-0.041370217230053186,0.13782766461372375,-0.3439023494720459,-0.05005621584865594,0.00367620587348938,-0.3093450963497162,0.004702399011819125,0.006932049989700317,-0.4121495485305786,0.0009233523086891182,0.005149096250534058,-0.47440630197525024,-0.006247583318383931,0.002608358860015869,-0.5232568979263306,-0.012604409370453595,-0.03488045930862427,-0.29951485991477966,0.005440853994457484,-0.0454084575176239,-0.40407079458236694,0.007145213421551944,-0.052885740995407104,-0.4647373557090759,0.003958773791907788,-0.05873751640319824,-0.5151577293872833,0.0006553367056199022,-0.06747156381607056,-0.2678414583206177,0.0013256128804073342,-0.08861050009727478,-0.36000311374664307,-7.806212676086943e-05,-0.10098439455032349,-0.4174908995628357,-0.0036631072944715015,-0.11001348495483398,-0.4680272042751312,-0.007319531410814761,-0.09545496106147766,-0.21508580446243286,-0.00627302286017084,-0.12502768635749817,-0.2704412341117859,-0.010512447457642793,-0.14290949702262878,-0.3112066090106964,-0.01152273314806962,-0.1555308997631073,-0.3534283936023712,-0.01187265245977187
9,0.0,0.0,0.0,0.04454711079597473,-0.08745330572128296,-0.022250628307233455,0.07190993428230286,-0.19933360815048218,-0.03168750388897479,0.10409000515937805,-0.2897476851940155,-0.0414763448981148,0.13787171244621277,-0.3451133370399475,-0.05028946159757197,0.003689795732498169,-0.30996301770210266,0.005192564591993687,0.0070143043994903564,-0.4127570688724518,0.0017055936867791388,0.0054894983768463135,-0.47522401809692383,-0.005194959904770258,0.0032978355884552,-0.5240761339664459,-0.011350386053095463,-0.034800440073013306,-0.3002099394798279,0.005910916976858971,-0.045034438371658325,-0.40455180406570435,0.008113764018048641,-0.05235081911087036,-0.4648815095424652,0.00538297721766412,-0.057985007762908936,-0.5151548385620117,0.0024273453990417693,-0.0673803985118866,-0.26877033710479736,0.0017232337512496088,-0.08833003044128418,-0.3612556457519531,0.0007135102304118845,-0.10086670517921448,-0.41889166831970215,-0.0025984185969036844,-0.11013546586036682,-0.46943530440330505,-0.006081623699287775,-0.09535607695579529,-0.2161831259727478,-0.005985210858057144,-0.12504488229751587,-0.2711418867111206,-0.010095862880120876,-0.14332810044288635,-0.3116353154182434,-0.01108209343976796,-0.15652787685394287,-0.353274941444397,-0.011363343544076088
10,0.0,0.0,0.0,0.044594407081604004,-0.08678668737411499,-0.022257336652046433,0.07187706232070923,-0.1985653042793274,-0.03157404181933998,0.10405617952346802,-0.28912919759750366,-0.04121123743630051,0.13790833950042725,-0.34418579936027527,-0.049888939833408585,0.0038324594497680664,-0.30914849042892456,0.005129064196580657,0.00726473331451416,-0.4120430648326874,0.0015969116900578229,0.005833804607391357,-0.47444161772727966,-0.005483560966467849,0.003625154495239258,-0.5235360562801361,-0.011845774253970376,-0.034649938344955444,-0.2994876205921173,0.005893924502515802,-0.04471462965011597,-0.403759628534317,0.007952603274816283,-0.05205598473548889,-0.46377384662628174,0.004851145433121928,-0.05776813626289368,-0.5138098895549774,0.0015273757705926982,-0.06726092100143433,-0.26819366216659546,0.0017963862007945863,-0.08790898323059082,-0.36088141798973083,0.0007525400685608474,-0.100413978099823,-0.4185718297958374,-0.002784723419836155,-0.10972076654434204,-0.46921491622924805,-0.0065270916131794365,-0.09530237317085266,-0.21573090553283691,-0.005810102218902102,-0.12489306926727295,-0.27082663774490356,-0.009885900890594712,-0.14322417974472046,-0.3114229142665863,-0.01093192049688696,-0.15651172399520874,-0.3531630039215088,-0.01135480800098776
11,0.0,0.0,0.0,0.04447990655899048,-0.08685183525085449,-0.022321918364582416,0.07166320085525513,-0.1985914707183838,-0.031785303112087604,0.10380631685256958,-0.28935232758522034,-0.041569066550550815,0.13764148950576782,-0.3445758521556854,-0.050367427375135776,0.0037737488746643066,-0.3095270097255707,0.005357284247907046,0.007122397422790527,-0.41240429878234863,0.002004026817189697,0.005744814872741699,-0.47462767362594604,-0.005026392955301162,0.0036020278930664062,-0.5237376987934113,-0.011418973412332889,-0.03468707203865051,-0.2999422550201416,0.006149673052163962,-0.044684529304504395,-0.40383124351501465,0.00838450310754979,-0.05191943049430847,-0.4636143743991852,0.005263991337301377,-0.05752357840538025,-0.5136977434158325,0.0018674164638241564,-0.06735965609550476,-0.26866161823272705,0.0020645148214271103,-0.08807307481765747,-0.3610588610172272,0.0012134139286672507,-0.100616455078125,-0.41863083839416504,-0.0024297214951047863,-0.1100301444530487,-0.4693021774291992,-0.0063291209190765585,-0.09535101056098938,-0.21617835760116577,-0.0055449547618309225,-0.12492388486862183,-0.27104926109313965,-0.009471330177007076,-0.14341574907302856,-0.3114374279975891,-0.010603042636034843,-0.1570495069026947,-0.3529875576496124,-0.01115524614226615
